"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A903716",,"2024-05-02T11:06:00.000","2024-05-02T11:06:00.000","7011 Mckinney Falls Parkway in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair","Brown Tabby"
"A903717",,"2024-05-02T11:06:00.000","2024-05-02T11:06:00.000","7011 Mckinney Falls Parkway in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair","Brown Tabby/White"
"A902864","Ziggy","2024-05-02T11:13:00.000","2024-05-02T11:13:00.000","Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered Male","4 years","Wire Hair Fox Terrier","Tan/White"
"A903152","Barry","2024-05-02T11:16:00.000","2024-05-02T11:16:00.000","3214 John Campbells Trail in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Australian Cattle Dog/Australian Cattle Dog","Blue Merle/Black"
"A903720",,"2024-05-02T11:33:00.000","2024-05-02T11:33:00.000","1605 Spinel Rd in Travis (TX)","Stray","Injured","Cat","Intact Male","2 years","Domestic Shorthair","Orange Tabby"
"A903721","Harley","2024-05-02T11:35:00.000","2024-05-02T11:35:00.000","11607 Old Lockhart Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","1 year","Miniature Schnauzer/Chihuahua Longhair","Tan/Cream"
"A903722",,"2024-05-02T11:35:00.000","2024-05-02T11:35:00.000","11607 Old Lockhart Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","1 year","Chihuahua Shorthair Mix","Tan/Cream"
"A903723","Ziggy","2024-05-02T11:35:00.000","2024-05-02T11:35:00.000","11607 Old Lockhart Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair Mix","Tan/Cream"
"A903726","*Pumpkin","2024-05-02T11:37:00.000","2024-05-02T11:37:00.000","5505 Stuart Circle in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby/White"
"A896271",,"2024-05-02T11:37:00.000","2024-05-02T11:37:00.000","5505 Stuart Circle in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby/White"
"A903730","Benji","2024-05-02T12:07:00.000","2024-05-02T12:07:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Intact Male","2 months","Belgian Malinois Mix","Brown/Black"
"A903734",,"2024-05-02T12:23:00.000","2024-05-02T12:23:00.000","9345 East Highway 290 in Austin (TX)","Owner Surrender","Medical","Dog","Intact Female","1 month","Yorkshire Terrier/Chihuahua Shorthair","Black/Tan"
"A889655","Loki","2024-05-02T12:28:00.000","2024-05-02T12:28:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","10 months","German Shepherd Mix","Brown/Black"
"A903736",,"2024-05-02T12:55:00.000","2024-05-02T12:55:00.000","3100 Hint Trace in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico"
"A903737","221 Grams","2024-05-02T12:56:00.000","2024-05-02T12:56:00.000","West 5Th Street And Nueces Street in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Blue Tabby"
"A903139","*Fiona","2024-05-02T13:23:00.000","2024-05-02T13:23:00.000","Branrust Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","4 years","Great Pyrenees","White"
"A903739",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Torbie"
"A903740",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair","Brown Tabby"
"A903741",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Torbie"
"A903742",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair","Black Tabby"
"A903743",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Blue Tabby"
"A903744",,"2024-05-02T13:29:00.000","2024-05-02T13:29:00.000","14001 Dewberry Drive in Travis (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair","Orange Tabby"
"A903735","*Sully","2024-05-02T13:33:00.000","2024-05-02T13:33:00.000","Bowery Trail in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Anatol Shepherd/Basset Hound","Tan/Black"
"A903738","Zuko","2024-05-02T13:34:00.000","2024-05-02T13:34:00.000","Bowery Trail in Austin (TX)","Stray","Normal","Dog","Intact Male","3 months","Catahoula Mix","Black Brindle"
"A889819","Gus","2024-05-02T14:01:00.000","2024-05-02T14:01:00.000","3117 Peavy in Travis (TX)","Abandoned","Sick","Dog","Neutered Male","1 year","Pit Bull","White/Brown"
"A903746","Harley","2024-05-02T14:09:00.000","2024-05-02T14:09:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Dachshund/Chihuahua Shorthair","Black/Tan"
"A903724","Barry","2024-05-02T14:12:00.000","2024-05-02T14:12:00.000","6506 Decker Lane in Austin (TX)","Stray","Injured","Dog","Intact Male","2 years","Standard Poodle","Black"
"A900998","Artemis","2024-05-02T14:31:00.000","2024-05-02T14:31:00.000","N Bluff Dr And William Cannon in Austin (TX)","Stray","Normal","Dog","Spayed Female","4 years","German Shepherd Mix","Tan/White"
"A822898","Gio","2024-05-02T14:34:00.000","2024-05-02T14:34:00.000","6506 Decker Lane in Austin (TX)","Stray","Injured","Dog","Neutered Male","4 years","Labrador Retriever","Cream"
"A903747",,"2024-05-02T14:53:00.000","2024-05-02T14:53:00.000","1114 Nile Street in Austin (TX)","Stray","Medical","Dog","Intact Male","3 months","Pit Bull","Black"
"A903748","King","2024-05-02T15:18:00.000","2024-05-02T15:18:00.000","6700 Bramber in Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","Pit Bull/Boxer","White/Brown Brindle"
"A903764",,"2024-05-02T15:49:00.000","2024-05-02T15:49:00.000","12637 William Harrison Street in Travis (TX)","Stray","Normal","Other","Unknown","1 year","Rabbit Sh","Chocolate/White"
"A903753","Izzy","2024-05-02T16:00:00.000","2024-05-02T16:00:00.000","4707 Avenue H in Austin (TX)","Stray","Injured","Dog","Spayed Female","4 years","Dachshund","White/White"
"A903757",,"2024-05-02T16:21:00.000","2024-05-02T16:21:00.000","W Braker Ln And Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black"
"A903758","*Electron","2024-05-02T16:21:00.000","2024-05-02T16:21:00.000","W Braker Ln And Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black"
"A903759","*Proton","2024-05-02T16:21:00.000","2024-05-02T16:21:00.000","W Braker Ln And Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black/White"
"A903760",,"2024-05-02T16:21:00.000","2024-05-02T16:21:00.000","W Braker Ln And Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Tortie"
"A903762",,"2024-05-02T16:21:00.000","2024-05-02T16:21:00.000","W Braker Ln And Burnet Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Orange Tabby"
"A903755","*Penelope","2024-05-02T16:22:00.000","2024-05-02T16:22:00.000","6908 Wentworth Dr in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Black/White"
"A903763","Townes","2024-05-02T16:37:00.000","2024-05-02T16:37:00.000","Fm 969 in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Great Pyrenees","White"
"A903765","Coco","2024-05-02T17:08:00.000","2024-05-02T17:08:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","Chihuahua Shorthair","Tricolor"
"A903767",,"2024-05-02T17:09:00.000","2024-05-02T17:09:00.000","9412 N Creek Dr in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Medium Hair","Blue/White"
"A901253","Ham","2024-05-02T17:31:00.000","2024-05-02T17:31:00.000","Travis (TX)","Owner Surrender","Normal","Cat","Neutered Male","5 months","Domestic Medium Hair","Blue Smoke"
"A903775",,"2024-05-02T17:59:00.000","2024-05-02T17:59:00.000","4615 Cedargrove Drive in Austin (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair","Tortie"
"A903779","Luffy","2024-05-03T07:47:00.000","2024-05-03T07:47:00.000","901 Little Texas Lane in Austin (TX)","Stray","Sick","Dog","Intact Male","2 months","Great Dane/Labrador Retriever","White"
"A903781","Lyla","2024-05-03T07:59:00.000","2024-05-03T07:59:00.000","Windsor And Enfield in Travis (TX)","Stray","Injured","Dog","Spayed Female","17 years","Border Collie/Collie Rough","Black/White"
"A868934","*Bartholomew","2024-05-03T08:23:00.000","2024-05-03T08:23:00.000","1908 Esplanade Circle in Austin (TX)","Owner Surrender","Sick","Cat","Neutered Male","4 years","Domestic Shorthair","Orange Tabby"
"A903782",,"2024-05-03T08:45:00.000","2024-05-03T08:45:00.000","Pearce Lane And Linden Road in Travis (TX)","Stray","Sick","Dog","Intact Female","5 months","Chihuahua Shorthair Mix","White/Black"
"A903784","98 Grams","2024-05-03T10:00:00.000","2024-05-03T10:00:00.000","11108 Renal Dr Unit B in Austin (TX)","Stray","Neonatal","Cat","Intact Female","2 days","Domestic Shorthair","Calico"
"A903788","Sunny","2024-05-03T10:13:00.000","2024-05-03T10:13:00.000","5717 S Ih 35 Frontage Rd in Austin (TX)","Stray","Neonatal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A884177","Krea","2024-05-03T10:25:00.000","2024-05-03T10:25:00.000","Austin (TX)","Public Assist","Normal","Dog","Spayed Female","1 year","Miniature Poodle/Miniature Poodle","White"
"A903789","Fiona","2024-05-03T11:07:00.000","2024-05-03T11:07:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico/White"
"A903797","Donkey","2024-05-03T11:07:00.000","2024-05-03T11:07:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby/White"
"A903803","Twig","2024-05-03T11:07:00.000","2024-05-03T11:07:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby/White"
"A903790","Grayson","2024-05-03T11:18:00.000","2024-05-03T11:18:00.000","1705 Crossing Pl in Austin (TX)","Stray","Normal","Cat","Intact Male","3 years","Domestic Shorthair","Blue Tabby"
"A903798","*Firebird","2024-05-03T11:33:00.000","2024-05-03T11:33:00.000","4804 Cottonwood in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A903799","*Barracuda","2024-05-03T11:33:00.000","2024-05-03T11:33:00.000","4804 Cottonwood in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Torbie/White"
"A903800","*Chevelle","2024-05-03T11:33:00.000","2024-05-03T11:33:00.000","4804 Cottonwood in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Torbie/White"
"A903801","*Mustang","2024-05-03T11:33:00.000","2024-05-03T11:33:00.000","4804 Cottonwood in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby/White"
"A903802","*Camaro","2024-05-03T11:33:00.000","2024-05-03T11:33:00.000","4804 Cottonwood in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black/White"
"A899366",,"2024-05-03T11:34:00.000","2024-05-03T11:34:00.000","6111 Tara Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Cairn Terrier Mix","Black/White"
"A900826",,"2024-05-03T11:40:00.000","2024-05-03T11:40:00.000","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico"
"A903808","Donut","2024-05-03T11:50:00.000","2024-05-03T11:50:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","Pit Bull Mix","White/Brown"
"A903809","289 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Orange/White"
"A903810","310 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Medium Hair","Orange Tabby"
"A903811","276 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Black/White"
"A903813","234 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Medium Hair","Black"
"A903814","321 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Cream"
"A903815","291 Grams","2024-05-03T12:05:00.000","2024-05-03T12:05:00.000","12315 Furrow Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Cream"
"A903816","*Keefe Gemstone","2024-05-03T12:17:00.000","2024-05-03T12:17:00.000","10817 Mcangus Road in Travis (TX)","Stray","Neonatal","Dog","Intact Male","3 weeks","Chihuahua Shorthair","Black/Brown"
"A903817","*Kelvin Gemstone","2024-05-03T12:17:00.000","2024-05-03T12:17:00.000","10817 Mcangus Road in Travis (TX)","Stray","Neonatal","Dog","Intact Male","3 weeks","Chihuahua Shorthair","Black/Brown"
"A903818","*Judy Gemstone","2024-05-03T12:17:00.000","2024-05-03T12:17:00.000","10817 Mcangus Road in Travis (TX)","Stray","Neonatal","Dog","Intact Female","3 weeks","Chihuahua Shorthair","Black/Brown"
"A903819",,"2024-05-03T12:19:00.000","2024-05-03T12:19:00.000","3004 Garwood Street in Austin (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair","Gray Tabby"
"A903821","*Iggy","2024-05-03T12:19:00.000","2024-05-03T12:19:00.000","3004 Garwood Street in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Brown Tabby"
"A903822","*Izzy","2024-05-03T12:19:00.000","2024-05-03T12:19:00.000","3004 Garwood Street in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Brown Tabby"
"A903823","*Indy","2024-05-03T12:19:00.000","2024-05-03T12:19:00.000","3004 Garwood Street in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby/White"
"A903807",,"2024-05-03T12:54:00.000","2024-05-03T12:54:00.000","10805 Plains Trail in Austin (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Shorthair","Tortie"
"A903836","Chaparro","2024-05-03T13:23:00.000","2024-05-03T13:23:00.000","Austin (TX)","Owner Surrender","Sick","Dog","Intact Male","1 month","Wire Hair Fox Terrier","White/Black"
"A903827","Dolly","2024-05-03T13:24:00.000","2024-05-03T13:24:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Blue Tabby"
"A903830","Max","2024-05-03T13:39:00.000","2024-05-03T13:39:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","9 months","Patterdale Terr Mix","Black"
"A903832","Bellanova","2024-05-03T13:52:00.000","2024-05-03T13:52:00.000","8300 Bluff Spring Road in Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Calico"
"A903833",,"2024-05-03T14:21:00.000","2024-05-03T14:21:00.000","6711 Wentworth in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair","Blue Tabby"
"A903837","*Bastian","2024-05-03T14:33:00.000","2024-05-03T14:33:00.000","Rochelle Dr And W Slaughter Ln in Austin (TX)","Stray","Medical","Dog","Intact Male","6 years","Siberian Husky","Black/White"
"A903841","Donald","2024-05-03T14:57:00.000","2024-05-03T14:57:00.000","Austin (TX)","Owner Surrender","Normal","Bird","Intact Male","1 year","Silkie","White/Red"
"A903842","Clyde","2024-05-03T14:57:00.000","2024-05-03T14:57:00.000","Austin (TX)","Owner Surrender","Normal","Bird","Intact Male","5 months","Chicken","Black/White"
"A903843","Big Red","2024-05-03T14:57:00.000","2024-05-03T14:57:00.000","Austin (TX)","Owner Surrender","Normal","Bird","Intact Male","5 months","Rhode Island","Red"
"A903840","A903840","2024-05-03T15:27:00.000","2024-05-03T15:27:00.000","Loyola And Johnny Morris in Austin (TX)","Public Assist","Normal","Dog","Intact Female","2 years","Dachshund Mix","Black/Tan"
"A901646","*Updog","2024-05-03T15:35:00.000","2024-05-03T15:35:00.000","1200 Broadmoor Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Catahoula Mix","Blue Merle/Black"
"A903862",,"2024-05-03T15:43:00.000","2024-05-03T15:43:00.000","9412 North Creek Drive in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Shorthair","Black"
"A903849","*Mush","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Female","0 years","Domestic Medium Hair","White/Black"
"A903850","*Miro","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","5 days","Domestic Shorthair","Black/White"
"A903851","*Roope","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","5 days","Domestic Medium Hair","White/Black"
"A903852","*Stanky","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Female","5 days","Domestic Shorthair","Black/White"
"A903853","*Dutchy","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","5 days","Domestic Shorthair","Brown Tabby/White"
"A903854","*Otter","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","5 days","Domestic Shorthair","Brown Tabby/White"
"A903855",,"2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Brown Tabby/White"
"A903856",,"2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Brown Tabby/White"
"A903857",,"2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Black/White"
"A903858",,"2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Calico/White"
"A903859","*Juliet","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Calico/White"
"A903860","*Magpie","2024-05-03T15:51:00.000","2024-05-03T15:51:00.000","1712 Peridot Road in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Black/White"
"A903861","Dingo","2024-05-03T16:06:00.000","2024-05-03T16:06:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Australian Kelpie Mix","Brown Brindle"
"A903863","Sushi","2024-05-03T16:45:00.000","2024-05-03T16:45:00.000","3305 Wickham Lane in Austin (TX)","Stray","Normal","Cat","Intact Male","3 years","Domestic Shorthair","Blue Tabby"
"A889711","Phoenix","2024-05-03T16:46:00.000","2024-05-03T16:46:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","10 months","Pit Bull","Brown Brindle/White"
"A877241","*Cooper","2024-05-03T16:46:00.000","2024-05-03T16:46:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Collie Smooth Mix","Tan/White"
"A903873","Kraft Single (Cheese)","2024-05-03T17:28:00.000","2024-05-03T17:28:00.000","1109 S Pleasent Valley Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Orange Tabby"
"A903812","A903812","2024-05-03T22:31:00.000","2024-05-03T22:31:00.000","13109 Vizquel Lp in Austin (TX)","Stray","Injured","Cat","Intact Female","2 years","Domestic Shorthair","Black"
"A903804",,"2024-05-03T22:31:00.000","2024-05-03T22:31:00.000","13109 Vizquel Lp in Austin (TX)","Stray","Injured","Cat","Intact Female","2 weeks","Domestic Shorthair","Calico/Orange"
"A903805",,"2024-05-03T22:31:00.000","2024-05-03T22:31:00.000","13109 Vizquel Lp in Austin (TX)","Stray","Injured","Cat","Intact Female","2 weeks","Domestic Shorthair","Blue Tiger/Black"
"A903806",,"2024-05-03T22:31:00.000","2024-05-03T22:31:00.000","13109 Vizquel Lp in Austin (TX)","Stray","Injured","Cat","Intact Male","2 weeks","Domestic Shorthair","Brown Tiger/Black"
"A903796","Apollo","2024-05-04T05:29:00.000","2024-05-04T05:29:00.000","Gonzalez And Tillery in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Pit Bull","Brown"
"A903879","Dexter","2024-05-04T08:59:00.000","2024-05-04T08:59:00.000","Marble Ridge Drive And Alum Rock Drive in Austin (TX)","Stray","Injured","Dog","Neutered Male","13 years","Standard Schnauzer Mix","White"
"A903889","*Aspen","2024-05-04T09:12:00.000","2024-05-04T09:12:00.000","7602 Ivy Trellis Trl in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever/Golden Retriever","White"
"A903896","271 Grams","2024-05-04T11:12:00.000","2024-05-04T11:12:00.000","7300 Ranch Road 620 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Orange Tabby"
"A903901","Chip","2024-05-04T11:14:00.000","2024-05-04T11:14:00.000","17020 S I H 35 Ste F in Hays (TX)","Abandoned","Normal","Dog","Spayed Female","10 years","Yorkshire Terrier","Tan/Black"
"A903898","*Orson","2024-05-04T11:23:00.000","2024-05-04T11:23:00.000","1504 Pine Knoll Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A903900","*Good Dog Carla","2024-05-04T12:10:00.000","2024-05-04T12:10:00.000","S Pleasant Valley Rd And E Riverside Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Rottweiler","Black/Brown"
"A903897","Camila","2024-05-04T12:57:00.000","2024-05-04T12:57:00.000","5814 Glaucester in Austin (TX)","Stray","Sick","Dog","Spayed Female","3 years","German Shepherd Mix","Brown"
"A903902","Woody","2024-05-04T13:07:00.000","2024-05-04T13:07:00.000","Austin (TX)","Owner Surrender","Medical","Dog","Intact Male","10 months","Australian Cattle Dog","Blue Tick"
"A903903",,"2024-05-04T13:10:00.000","2024-05-04T13:10:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Blue Tabby/White"
"A903904",,"2024-05-04T13:10:00.000","2024-05-04T13:10:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Gray Tabby/White"
"A903908","Blu","2024-05-04T13:45:00.000","2024-05-04T13:45:00.000","Brushy Ridge Dr in Austin (TX)","Abandoned","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black"
"A903909","Marcellus","2024-05-04T13:45:00.000","2024-05-04T13:45:00.000","Brushy Ridge Dr in Austin (TX)","Abandoned","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby/White"
"A903910",,"2024-05-04T13:45:00.000","2024-05-04T13:45:00.000","Brushy Ridge Dr in Austin (TX)","Abandoned","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Blue/White"
"A903913","Chops Aubergine","2024-05-04T14:00:00.000","2024-05-04T14:00:00.000","2607 W Braker Ln in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby"
"A903914","Pawpad Asparagus","2024-05-04T14:00:00.000","2024-05-04T14:00:00.000","2607 W Braker Ln in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby"
"A903912","Tank","2024-05-04T15:46:00.000","2024-05-04T15:46:00.000","1001 S Congress in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","8 years","Great Dane","Gray/Black"
"A903921","220 Grams","2024-05-04T16:03:00.000","2024-05-04T16:03:00.000","9024 Northgate Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Tortie/White"
"A903922","406 Grams","2024-05-04T16:03:00.000","2024-05-04T16:03:00.000","9024 Northgate Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Brown Tabby"
"A903920","*Artemis","2024-05-04T16:38:00.000","2024-05-04T16:38:00.000","5507 East Riverside Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair","Black"
"A898494","*Penny","2024-05-04T16:40:00.000","2024-05-04T16:40:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","2 years","Labrador Retriever Mix","Gold/Tan"
"A903929","Frijolito","2024-05-04T21:52:00.000","2024-05-04T21:52:00.000","2108 E 9Th St in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","2 years","Chihuahua Shorthair","Brown/White"
"A903931","Chia","2024-05-04T21:52:00.000","2024-05-04T21:52:00.000","2108 E 9Th St in Austin (TX)","Public Assist","Normal","Dog","Spayed Female","2 years","German Shepherd Mix","Tan/Black"
"A821913","Forest","2024-05-04T21:52:00.000","2024-05-04T21:52:00.000","2108 E 9Th St in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","4 years","German Shepherd Mix","Brown/Black"
"A903926","Max","2024-05-05T08:55:00.000","2024-05-05T08:55:00.000","4344 Frontier Trail in Austin (TX)","Owner Surrender","Injured","Dog","Intact Male","1 year","Labrador Retriever Mix","White/Tan"
"A903946",,"2024-05-05T09:00:00.000","2024-05-05T09:00:00.000","7300 Hart in Austin (TX)","Public Assist","Injured","Dog","Intact Male","1 year","Labrador Retriever Mix","Tan"
"A903943","Marlin","2024-05-05T09:03:00.000","2024-05-05T09:03:00.000","4434 Frontier Trail in Austin (TX)","Owner Surrender","Injured","Dog","Intact Male","2 months","Carolina Dog","White/Black"
"A903942","Rocket","2024-05-05T09:12:00.000","2024-05-05T09:12:00.000","4434 Frontier Trail in Austin (TX)","Owner Surrender","Med Attn","Cat","Neutered Male","5 years","Domestic Shorthair","Blue Tabby"
"A903948","Doris","2024-05-05T09:33:00.000","2024-05-05T09:33:00.000","4434 Frontier Trail in Austin (TX)","Stray","Sick","Dog","Intact Female","1 month","Chihuahua Shorthair Mix","Black/Black"
"A898633","Draxx","2024-05-05T10:19:00.000","2024-05-05T10:19:00.000","6111 Fm 969 Road in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","2 years","Boxer","Brown Brindle/White"
